type,name,iso_country,municipality,iata_code
medium_airport,Ken Jones Airport,JM,Ken Jones,POT
small_airport,Negril Airport,JM,Negril,NEG
medium_airport,Tinson Pen Airport,JM,Tinson Pen,KTP
small_airport,Mili Island Airport,MH,Mili Island,MIJ
small_airport,Hinthada Airport,MM,Hinthada,HEB
small_airport,AerÃ³dromo de Cupul,MX,Tizimin,TZM
medium_airport,General Juan N. Ãlvarez International Airport,MX,Acapulco,ACA
medium_airport,Del Norte International Airport,MX,Monterrey,NTR
medium_airport,JesÃºs TerÃ¡n Peredo International Airport,MX,Aguascalientes,AGU
medium_airport,BahÃ­as de Huatulco International Airport,MX,Huatulco,HUX
small_airport,Cananea National Airport,MX,Cananea,CNA
medium_airport,General Mariano Matamoros International Airport,MX,Temixco,CVJ
small_airport,Ciudad AcuÃ±a New International Airport,MX,Ciudad AcuÃ±a,ACN
medium_airport,Ciudad del Carmen International Airport,MX,Ciudad del Carmen,CME
small_airport,Aeropuerto Municipal de Nuevo Casas Grandes,MX,Nuevo Casas Grandes,NCG
medium_airport,Bachigualato Federal International Airport,MX,CuliacÃ¡n,CUL
medium_airport,Chetumal International Airport,MX,Chetumal,CTM
medium_airport,Ciudad ObregÃ³n International Airport,MX,Ciudad ObregÃ³n,CEN
small_airport,San Antonio Copalar Airport,MX,ComitÃ¡n,CJT
medium_airport,Ingeniero Alberto AcuÃ±a Ongay International Airport,MX,Campeche,CPE
medium_airport,Abraham GonzÃ¡lez International Airport,MX,Ciudad JuÃ¡rez,CJS
small_airport,ChichÃ©n ItzÃ¡ International Airport,MX,TinÃºm,CZA
medium_airport,General Roberto Fierro Villalobos International Airport,MX,Chihuahua,CUU
medium_airport,General Pedro Jose Mendez International Airport,MX,Ciudad Victoria,CVM
medium_airport,Captain Rogelio Castillo National Airport,MX,Celaya,CYW
large_airport,Cozumel International Airport,MX,Cozumel,CZM
small_airport,Ciudad ConstituciÃ³n National Airport,MX,ComondÃº,CUA
small_airport,Ciudad Mante Los Huastecas National Airport,MX,Ciudad Mante,MMC
large_airport,General Guadalupe Victoria International Airport,MX,Durango,DGO
medium_airport,Amado Nervo National Airport,MX,Tepic,TPQ
small_airport,Ensenada International Airport / El CiprÃ©s Air Base,MX,Ensenada,ESE
large_airport,Guadalajara International Airport,MX,Guadalajara,GDL
medium_airport,General JosÃ© MarÃ­a YÃ¡Ã±ez International Airport,MX,Guaymas,GYM
small_airport,Guerrero Negro Airport,MX,San QuintÃ­n,GUB
small_airport,TehuacÃ¡n National Airport,MX,TehuacÃ¡n,TCN
medium_airport,General Ignacio P. Garcia International Airport,MX,Hermosillo,HMO
medium_airport,Licenciado Miguel de la Madrid International Airport,MX,Colima,CLQ
small_airport,Isla Mujeres National Airport,MX,Isla Mujeres,ISJ
medium_airport,Plan De Guadalupe International Airport,MX,Saltillo,SLW
medium_airport,General Antonio CÃ¡rdenas RodrÃ­guez National Airport / Ixtepec Air Base,MX,Ixtepec,IZT
medium_airport,El Lencero Airport,MX,Emiliano Zapata,JAL
small_airport,Jorge JimÃ©nez CantÃº National Airport,MX,AtizapÃ¡n de Zaragoza,AZP
medium_airport,LÃ¡zaro CÃ¡rdenas Airport,MX,LÃ¡zaro CÃ¡rdenas,LZC
medium_airport,Valle del Fuerte International Airport,MX,Los Mochis,LMM
medium_airport,Del BajÃ­o International Airport,MX,Silao,BJX
medium_airport,Manuel MÃ¡rquez de LeÃ³n International Airport,MX,La Paz,LAP
medium_airport,Loreto International Airport,MX,Loreto,LTO
medium_airport,General Servando Canales International Airport,MX,Matamoros,MAM
large_airport,Manuel Crescencio RejÃ³n International Airport,MX,MÃ©rida,MID
small_airport,Mulege Airport,MX,Mulege,MUG
medium_airport,General Rodolfo SÃ¡nchez Taboada International Airport,MX,Mexicali,MXL
medium_airport,General Francisco J. Mujica International Airport,MX,Morelia,MLM
medium_airport,MinatitlÃ¡n/Coatzacoalcos International Airport,MX,Cosoleacaque,MTT
medium_airport,Monclova International Airport,MX,Monclova,LOV
large_airport,Benito JuÃ¡rez International Airport,MX,Ciudad de MÃ©xico,MEX
large_airport,Monterrey International Airport,MX,Monterrey,MTY
large_airport,General Rafael Buelna International Airport,MX,MazatlÃ n,MZT
small_airport,Nogales International Airport,MX,Nogales,NOG
medium_airport,QuetzalcÃ³atl International Airport,MX,Nuevo Laredo,NLD
medium_airport,XoxocotlÃ¡n International Airport,MX,Oaxaca,OAX
medium_airport,El TajÃ­n National Airport,MX,Poza Rica,PAZ
medium_airport,Hermanos SerdÃ¡n International Airport,MX,Puebla,PBC
small_airport,Mar de CortÃ©s International Airport,MX,Puerto PeÃ±asco,PPE
medium_airport,Piedras Negras International Airport,MX,Piedras Negras,PDS
small_airport,Punta Colorada Airport,MX,La Ribera,PCO
medium_airport,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,MX,Uruapan,UPN
small_airport,Palenque International Airport,MX,Palenque,PQM
large_airport,Puerto Vallarta International Airport,MX,Puerto Vallarta,PVR
medium_airport,Puerto Escondido International Airport,MX,Puerto Escondido,PXM
medium_airport,QuerÃ©taro Intercontinental Airport,MX,QuerÃ©taro,QRO
medium_airport,General Lucio Blanco International Airport,MX,Reynosa,REX
large_airport,Los Cabos International Airport,MX,San JosÃ© del Cabo,SJD
small_airport,San Felipe International Airport,MX,Mexicali,SFH
large_airport,General Felipe Ãngeles International Airport,MX,Mexico City,NLU
medium_airport,Ponciano Arriaga International Airport,MX,San Luis PotosÃ­,SLP
small_airport,EstaciÃ³n Aeronaval de Salina Cruz,MX,Salina Cruz,SCX
medium_airport,Francisco Sarabia Tinoco International Airport,MX,TorreÃ³n,TRC
medium_airport,Angel Albino Corzo International Airport,MX,Tuxtla GutiÃ©rrez,TGZ
large_airport,General Abelardo L. Rodriguez International Airport,MX,Tijuana,TIJ
medium_airport,Felipe Carrillo Puerto International Airport,MX,Tulum,TQO
medium_airport,General Francisco Javier Mina International Airport,MX,Tampico,TAM
small_airport,TamuÃ­n National Airport,MX,TamuÃ­n,TSL
medium_airport,Adolfo LÃ³pez Mateos International Airport,MX,Toluca,TLC
medium_airport,Tapachula International Airport,MX,Tapachula,TAP
small_airport,Base Aeronaval de Tulum,MX,Tulum,TUY
large_airport,CancÃºn International Airport,MX,CancÃºn,CUN
small_airport,Mal Airport,PG,Mal Island,MMV
medium_airport,Carlos Rovirosa PÃ©rez International Airport,MX,Villahermosa,VSA
medium_airport,General Heriberto Jara International Airport,MX,Veracruz,VER
medium_airport,General Leobardo C. Ruiz International Airport,MX,Zacatecas,ZCL
medium_airport,Ixtapa-Zihuatanejo International Airport,MX,Ixtapa,ZIH
small_airport,Zamora Airport,MX,Zamora,ZMM
medium_airport,Playa de Oro International Airport,MX,Manzanillo,ZLO
medium_airport,Bluefields Airport,NI,Bluefileds,BEF
small_airport,San Pedro Airport,NI,Bonanza,BZA
small_airport,Costa Esmeralda Airport,NI,Tola,ECI
small_airport,Corn Island Airport,NI,Corn Island,RNI
medium_airport,Augusto C. Sandino (Managua) International Airport,NI,Managua,MGA
small_airport,Maron Island Airport,PG,Hermit Islands,MNP
medium_airport,Puerto Cabezas Airport,NI,Puerto Cabezas,PUZ
small_airport,Rosita Airport,NI,La Rosita,RFS
small_airport,San Carlos Airport,NI,San Carlos,NCR
small_airport,Siuna,NI,Siuna,SIU
small_airport,Waspam Airport,NI,Waspam,WSP
small_airport,Maleo Airport,ID,Morowali,MOH
small_airport,Moses Point Airport,US,Elim,MOS
medium_airport,Bocas del Toro International Airport,PA,Isla ColÃ³n,BOC
medium_airport,Alonso Valderrama Airport,PA,ChitrÃ©,CTD
medium_airport,Changuinola Captain Manuel NiÃ±o International Airport,PA,Changuinola,CHX
medium_airport,Enrique Malek International Airport,PA,David,DAV
medium_airport,Enrique Adolfo Jimenez Airport,PA,ColÃ³n,ONX
small_airport,PanamÃ¡ PacÃ­fico International Airport,PA,PanamÃ¡ City,BLB
small_airport,Mamitupu Airport,PA,Mamitupu,MPI
small_airport,JaquÃ© Airport,PA,JaquÃ©,JQE
medium_airport,Marcos A. Gelabert International Airport,PA,Albrook,PAC
small_airport,Puerto ObaldÃ­a Airport,PA,Puerto ObaldÃ­a,PUE
small_airport,Capt. J. Montenegro Airport,PA,PedasÃ­,PDM
medium_airport,Ruben Cantu Airport,PA,Santiago,SYP
small_airport,Scarlett Martinez International Airport,PA,RÃ­o Hato,RIH
large_airport,Tocumen International Airport,PA,Tocumen,PTY
small_airport,El Porvenir Airport,PA,El Porvenir,PVE
small_airport,Wannukandi Airport,PA,San Blas,NBL
small_airport,La Fortuna Arenal Airport,CR,La Fortuna,FON
medium_airport,Buenos Aires Airport,CR,Punta Arenas,BAI
medium_airport,Barra del Colorado Airport,CR,Pococi,BCL
small_airport,Barra del Tortuguero,CR,Tortuguero,TTQ
medium_airport,Coto 47 Airport,CR,Corredores,OTR
small_airport,Chacarita Airport,CR,Puntarenas,JAP
small_airport,Playa Samara/Carrillo Airport,CR,Carrillo,PLD
small_airport,Drake Bay Airport,CR,Puntarenas,DRK
small_airport,Flamingo Airport,CR,Brasilito,FMG
medium_airport,Golfito Airport,CR,Golfito,GLF
medium_airport,Guapiles Airport,CR,Pococi,GPL
small_airport,Islita Airport,CR,Nandayure,PBP
large_airport,Guanacaste Airport,CR,Liberia,LIR
medium_airport,Los Chiles Airport,CR,Los Chiles,LSL
medium_airport,Limon International Airport,CR,Puerto Limon,LIO
small_airport,Mojica Airport,CR,CaÃ±as,CSC
small_airport,Guanacaste Airport,CR,Nicoya/Guanacate,NCT
medium_airport,Nosara Airport,CR,Nicoya,NOB
large_airport,Juan SantamarÃ­a International Airport,CR,San JosÃ© (Alajuela),SJO
medium_airport,Puerto Jimenez Airport,CR,Puerto Jimenez,PJM
medium_airport,Palmar Sur Airport,CR,Palmar Sur,PMZ
medium_airport,TobÃ­as BolaÃ±os International Airport,CR,San Jose,SYQ
medium_airport,Quepos Managua Airport,CR,Quepos,XQP
small_airport,Rio Frio / Progreso Airport,CR,Rio Frio / Progreso,RFR
small_airport,San Isidro del General Airport,CR,PÃ©rez ZeledÃ³n,IPZ
small_airport,San Vito de Java Airport,CR,Coto Brus,TOO
small_airport,Moroak Airport,AU,Moroak,MRT
small_airport,Tamarindo Airport,CR,Tamarindo,TNO
small_airport,Tambor Airport,CR,Nicoya,TMU
medium_airport,Upala Airport,CR,Upala,UPL
large_airport,MonseÃ±or Ã“scar Arnulfo Romero International Airport,SV,San Salvador (San Luis Talpa),SAL
medium_airport,Ilopango International Airport,SV,San Salvador,ILS
medium_airport,Antoine-Simon International Airport,HT,Les Cayes,CYA
medium_airport,Cap Haitien International Airport,HT,Cap Haitien,CAP
small_airport,Metro Field,US,Fairbanks,MTX
medium_airport,Jacmel Airport,HT,Jacmel,JAK
medium_airport,JÃ©rÃ©mie Airport,HT,Carrefour Sanon,JEE
large_airport,Toussaint Louverture International Airport,HT,Port-au-Prince,PAP
medium_airport,Port-de-Paix Airport,HT,Port-de-Paix,PAX
small_airport,Montepuez Airport,MZ,Montepuez,MTU
small_airport,Agalega Island Airstrip,MU,Vingt Cinq,AHG
medium_airport,Gustavo Rizo Airport,CU,Baracoa,BCA
small_airport,Las Brujas Airport,CU,Cayo Santa Maria,BWW
medium_airport,Carlos Manuel de Cespedes Airport,CU,Bayamo,BYM
medium_airport,MÃ¡ximo GÃ³mez Airport,CU,Ciro Redondo,AVI
medium_airport,Jardines Del Rey Airport,CU,Cayo Coco,CCC
medium_airport,Jaime Gonzalez Airport,CU,Cienfuegos,CFG
medium_airport,Vilo AcuÃ±a International Airport,CU,Cayo Largo del Sur,CYO
medium_airport,Ignacio Agramonte International Airport,CU,Camaguey,CMW
medium_airport,Antonio Maceo International Airport,CU,Santiago,SCU
medium_airport,Leeward Point Field,CU,Guantanamo Bay Naval Station,NBW
medium_airport,Mariana Grajales Airport,CU,GuantÃ¡namo,GAO
large_airport,JosÃ© MartÃ­ International Airport,CU,Havana,HAV
medium_airport,Frank Pais International Airport,CU,Holguin,HOG
medium_airport,Kawama Airport,CU,Santa Marta,VRO
medium_airport,La Coloma Airport,CU,Pinar del Rio,LCL
small_airport,Alfredo Noa DÃ­az Airport,CU,MaisÃ­,UMA
small_airport,Mayajigua Airport,CU,Mayajigua,MJG
medium_airport,Orestes Acosta Airport,CU,Moa,MOA
medium_airport,Sierra Maestra International Airport,CU,Manzanillo,MZO
medium_airport,Rafael Cabrera Airport,CU,Nueva Gerona,GER
medium_airport,Playa Baracoa Airport,CU,Havana,UPB
medium_airport,Abel Santamaria Airport,CU,Santa Clara,SNU
medium_airport,San JuliÃ¡n Air Base,CU,Sandino,SNJ
medium_airport,Siguanea Airport,CU,Isla de la Juventud,SZJ
small_airport,Sancti Spiritus Airport,CU,Sancti Spiritus,USS
medium_airport,Alberto Delgado Airport,CU,Trinidad,TND
large_airport,Juan Gualberto Gomez International Airport,CU,Matanzas,VRA
medium_airport,Hermanos Ameijeiras Airport,CU,Las Tunas,VTU
small_airport,Faresmaathoda Airport,MV,Faresmaathodaa,FMT
small_airport,Muli Airport,MV,Muli,MUM
medium_airport,Charles Kirkconnell International Airport,KY,West End,CYB
medium_airport,Edward Bodden Little Cayman Airfield,KY,Blossom Village,LYB
large_airport,Owen Roberts International Airport,KY,George Town,GCM
small_airport,Motswari Airport,ZA,Motswari Private Game Reserve,MWR
small_airport,Mussau Airport,PG,Mussau Island,MWU
small_airport,Punta Abreojos Airport,MX,MulegÃ©,AJS
small_airport,ApatzingÃ¡n - Pablo L. Sidar Airport,MX,ApatzingÃ¡n,AZG
small_airport,Playa del Carmen National Airport,MX,Playa del Carmen,PCM
small_airport,Punta Chivato Airport,MX,MulegÃ©,PCV
small_airport,San Ignacio Airport,MX,MulegÃ©,SGM
small_airport,San Luis RÃ­o Colorado Airport,MX,San Luis RÃ­o Colorado,UAC
small_airport,Ãlamos Airport,MX,Ãlamos,XAL
small_airport,Monticello Airport,US,Monticello,MXC
small_airport,Sungai Tekai Airport,MY,Sungai Tekai,GTK
small_airport,Long Banga Airport,MY,Long Banga,LBP
small_airport,Sipitang Airport,MY,Sipitang,SPT
medium_airport,Clarence A. Bain Airport,BS,Mangrove Cay,MAY
medium_airport,Andros Town Airport,BS,Andros Town,ASD
medium_airport,Congo Town Airport,BS,Andros,TZN
medium_airport,Leonard M Thompson International Airport,BS,Marsh Harbour,MHH
medium_airport,San Andros Airport,BS,Andros Island,SAQ
medium_airport,Spring Point Airport,BS,Spring Point,AXP
medium_airport,Treasure Cay Airport,BS,Treasure Cay,TCB
small_airport,Walkers Cay Airport,BS,Walkers Cay,WKR
medium_airport,Chub Cay Airport,BS,Chub Cay,CCZ
medium_airport,Great Harbour Cay Airport,BS,Bullocks Harbour,GHC
medium_airport,South Bimini Airport,BS,South Bimini,BIM
medium_airport,Arthur's Town Airport,BS,Arthur's Town,ATC
medium_airport,New Bight Airport,BS,Cat Island,TBI
small_airport,Cat Cay Airport,BS,North Cat Cay,CXY
medium_airport,Colonel Hill Airport,BS,Colonel Hill,CRI
small_airport,Pitts Town Airport,BS,Pitts Town,PWN
medium_airport,Exuma International Airport,BS,Moss Town,GGT
medium_airport,North Eleuthera Airport,BS,North Eleuthera,ELH
medium_airport,Governor's Harbour Airport,BS,Governor's Harbour,GHB
medium_airport,Normans Cay Airport,BS,Normans Cay,NMC
medium_airport,Rock Sound Airport,BS,Rock Sound,RSD
medium_airport,Staniel Cay Airport,BS,Staniel Cay,TYM
medium_airport,Grand Bahama International Airport,BS,Freeport,FPO
small_airport,West End Airport,BS,West End,WTD
medium_airport,Inagua Airport,BS,Matthew Town,IGA
small_airport,May Creek Airport,US,May Creek,MYK
medium_airport,Deadman's Cay Airport,BS,Deadman's Cay,LGI
medium_airport,Stella Maris Airport,BS,Stella Maris,SML
medium_airport,Mayaguana Airport,BS,Abraham Bay Settlement,MYG
large_airport,Lynden Pindling International Airport,BS,Nassau,NAS
medium_airport,Duncan Town Airport,BS,Duncan Town,DCT
small_airport,Rum Cay International Airport,BS,Port Nelson,RCY
small_airport,Moyale Airport,ET,Moyale,MYS
medium_airport,San Salvador Airport,BS,San Salvador,ZSA
small_airport,Paradise Island Airport,MZ,Santa Carolina,NTC
small_airport,ChokwÃ© Airport,MZ,ChokwÃ©,TGS
large_airport,Philip S. W. Goldson International Airport,BZ,Belize City,BZE
small_airport,Manatee Airport,BZ,,MZE
small_airport,San Ignacio Town (Maya Flats) Airstrip,BZ,Maya Flats,CYD
medium_airport,Placencia Airport,BZ,Placencia,PLJ
small_airport,Ine Airport,MH,Arno Atoll,IMI
small_airport,Bagani Airport,NA,Bagani,BQI
small_airport,Aitutaki Airport,CK,Aitutaki,AIT
small_airport,Enua Airport,CK,Atiu Island,AIU
small_airport,Mangaia Island Airport,CK,Mangaia Island,MGS
small_airport,Manihiki Island Airport,CK,Manihiki Island,MHX
small_airport,Mauke Airport,CK,Mauke Island,MUK
small_airport,Mitiaro Island Airport,CK,Mitiaro Island,MOI
small_airport,Pukapuka Island Airport,CK,Pukapuka Atoll,PZK
small_airport,Tongareva Airport,CK,Penrhyn Island,PYE
medium_airport,Rarotonga International Airport,CK,Avarua,RAR
small_airport,Browns Airport,US,Weeping Water,EPG
small_airport,Cicia Airport,FJ,Cicia,ICI
medium_airport,Nadi International Airport,FJ,Nadi,NAN
small_airport,Malolo Lailai Island Airport,FJ,Malolo Lailai Island,PTF
small_airport,Rabi Island Airport,FJ,Rabi Island,RBI
small_airport,Vunisea Airport,FJ,Vunisea,KDV
small_airport,Mana Island Airport,FJ,Mana Island,MNF
small_airport,Moala Airport,FJ,Moala,MFJ
medium_airport,Nausori International Airport,FJ,Nausori,SUV
small_airport,Levuka Airfield,FJ,Bureta,LEV
small_airport,Nanuku Airport,FJ,Nanuku Auberge Resort,PHR
small_airport,Ngau Airport,FJ,Ngau,NGI
small_airport,Laucala Island Airport,FJ,Laucala Island,LUC
small_airport,Lakeba Island Airport,FJ,Lakeba Island,LKB
medium_airport,Labasa Airport,FJ,Labasa,LBS
small_airport,Matei Airport,FJ,Matei,TVU
small_airport,Koro Island Airport,FJ,Koro Island,KXF
small_airport,Rotuma Airport,FJ,Rotuma,RTA
small_airport,Savusavu Airport,FJ,Savusavu,SVU
small_airport,Wakaya Island Airport,FJ,Wakaya Island,KAY
small_airport,Ono-i-Lau Airport,FJ,Ono-i-Lau,ONU
small_airport,Yasawa Island Airport,FJ,Yasawa Island,YAS
small_airport,Kaufana Airport,TO,Eua Island,EUA
medium_airport,Fua'amotu International Airport,TO,Nuku'alofa,TBU
medium_airport,Lifuka Island Airport,TO,Lifuka,HPA
small_airport,Mata'aho Airport,TO,"Angaha, Niuafo'ou Island",NFO
small_airport,Kuini Lavenia Airport,TO,Niuatoputapu,NTT
medium_airport,Vava'u International Airport,TO,Vava'u Island,VAV
small_airport,Vanua Balavu Airport,FJ,Vanua Balavu,VBV
small_airport,Vatulele Airport,FJ,Vatulele,VTF
small_airport,Port Harcourt City Airport / Port Harcourt Air Force Base,NG,Port Harcourt,PHG
small_airport,Abaiang Airport,KI,Abaiang,ABF
small_airport,Beru Airport,KI,Beru,BEZ
medium_airport,Funafuti International Airport,TV,Funafuti,FUN
small_airport,Kuria Airport,KI,Kuria,KUC
small_airport,Maiana Airport,KI,Maiana,MNK
small_airport,Marakei Airport,KI,Marakei,MZK
small_airport,Makin Island Airport,KI,Makin Island,MTK
small_airport,Nikunau Airport,KI,Nikunau,NIG
small_airport,Onotoa Airport,KI,Onotoa,OOT
medium_airport,Bonriki International Airport,KI,Tarawa,TRW
small_airport,Abemama Airport,KI,Abemama,AEA
medium_airport,Tabiteuea North Airport,KI,,TBF
small_airport,Tamana Island Airport,KI,Tamana Island,TMN
small_airport,Nonouti Airport,KI,Nonouti,NON
small_airport,Arorae Island Airport,KI,Arorae Island,AIS
small_airport,Tabiteuea South Airport,KI,Tabiteuea South,TSU
small_airport,Butaritari Airport,KI,Butaritari,BBG
small_airport,Aranuka Airport,KI,Buariki,AAK
small_airport,Niokolo-Koba Airport,SN,Niokolo-Koba National Park,NIK
small_airport,Ninilchik Airport,US,Ninilchik,NIN
medium_airport,Niue International Airport,NU,Alofi,IUE
small_airport,Nenjiang Melgen Airport,CN,Heihe,NJJ
small_airport,Sinak Airport,ID,Sinak,NKD
medium_airport,Ninglang Luguhu Airport,CN,Ninglang,NLH
small_airport,Pointe Vele Airport,WF,Futuna Island,FUT
medium_airport,Hihifo Airport,WF,Wallis Island,WLS
small_airport,Industrial Airpark,US,Hobbs,HBB
small_airport,Nangade Airport,MZ,Nangade,NND
small_airport,Nomad River Airport,PG,Nomad River,NOM
small_airport,Naoro Airport,PG,Naoro Vilage,NOO
medium_airport,Pokhara International Airport,NP,Pokhara,PHH
small_airport,Nipa Airport,PG,Nipa,NPG
small_airport,Newry Airport,AU,Newry,NRY
small_airport,Ofu Airport,AS,Ofu,OFU
small_airport,Asau Airport,WS,Asau,AAU
medium_airport,Faleolo International Airport,WS,Apia,APW
small_airport,Fagali'i Airport,WS,Apia,FGI
small_airport,Fitiuta Airport,AS,Fitiuta Village,FTI
small_airport,Maota Airport,WS,Maota,MXS
medium_airport,Pago Pago International Airport,AS,Pago Pago,PPG
large_airport,Faa'a International Airport,PF,Papeete,PPT
small_airport,Rimatara Airport,PF,Rimatara Island,RMT
medium_airport,Rurutu Airport,PF,,RUR
medium_airport,Tubuai Airport,PF,,TUB
small_airport,Raivavae Airport,PF,,RVV
medium_airport,Anaa Airport,PF,Anaa,AAA
medium_airport,Fangatau Airport,PF,Fangatau,FGU
medium_airport,Tikehau Airport,PF,Tuherahera,TIH
small_airport,Apataki Airport,PF,Apataki,APK
medium_airport,Reao Airport,PF,Reao,REA
medium_airport,Fakarava Airport,PF,,FAV
small_airport,Hikueru Airport,PF,Hikueru,HHZ
medium_airport,Manihi Airport,PF,,XMH
medium_airport,Totegegie Airport,PF,,GMR
medium_airport,Kaukura Airport,PF,Raitahiti,KKR
medium_airport,Makemo Airport,PF,Makemo,MKP
small_airport,Napuka Island Airport,PF,Napuka Island,NAU
small_airport,Tatakoto Airport,PF,Tatakoto,TKV
small_airport,Puka Puka Airport,PF,,PKP
small_airport,Pukaruha Airport,PF,Pukaruha,PUK
medium_airport,Takapoto Airport,PF,,TKP
medium_airport,Arutua Airport,PF,,AXR
medium_airport,Mataiva Airport,PF,,MVT
small_airport,Nukutavake Airport,PF,Nukutavake,NUK
small_airport,Tureia Airport,PF,Tureia,ZTA
medium_airport,Ahe Airport,PF,Ahe Atoll,AHE
small_airport,Kauehi Airport,PF,Kauehi,KHZ
small_airport,Faaite Airport,PF,Faaite,FAC
small_airport,Fakahina Airport,PF,Fakahina,FHZ
small_airport,Aratika Nord Airport,PF,,RKA
small_airport,Takume Airport,PF,Takume,TJN
small_airport,Naiu Airport,PF,Naiu Atoll,NIU
small_airport,Raroia Airport,PF,Raroia,RRR
medium_airport,Takaroa Airport,PF,,TKX
small_airport,Katiu Airport,PF,Katiu,KXU
small_airport,Nukutepipi Airport,PF,Nukutepipi,NKP
medium_airport,Nuku Hiva Airport,PF,Nuku Hiva,NHV
medium_airport,Hiva Oa-Atuona Airport,PF,Hiva Oa Island,AUQ
small_airport,Ua Pou Airport,PF,Ua Pou,UAP
small_airport,Ua Huka Airport,PF,Ua Huka,UAH
medium_airport,Bora Bora Airport,PF,Motu Mute,BOB
small_airport,Tetiaroa Airport,PF,Tetiaroa,TTI
medium_airport,Rangiroa Airport,PF,,RGI
medium_airport,Huahine-Fare Airport,PF,Fare,HUH
medium_airport,Moorea Temae Airport,PF,Moorea-Maiao,MOZ
medium_airport,Hao Airport,PF,Otepa,HOI
medium_airport,Maupiti Airport,PF,,MAU
medium_airport,Raiatea Airport,PF,Uturoa,RFP
small_airport,Tupai Airport,PF,Tupai Atoll,TPX
small_airport,Moruroa Airport,PF,Moruroa Atoll,UOA
small_airport,Vahitahi Airport,PF,Vahitahi,VHZ
small_airport,Yucca Airstrip,US,Mercury,UCC
small_airport,Mota Lava Airport,VU,Ablow,MTV
small_airport,Sola Airport,VU,Sola,SLH
small_airport,Torres Airstrip,VU,Loh/Linua,TOH
small_airport,Siwo Airport,VU,Emae Island,EAE
small_airport,Craig Cove Airport,VU,Craig Cove,CCV
small_airport,Longana Airport,VU,Longana,LOD
small_airport,Sara Airport,VU,Pentecost Island,SSR
small_airport,Tavie Airport,VU,Paama Island,PBJ
small_airport,Lamap Airport,VU,Lamap,LPM
small_airport,Lamen Bay Airport,VU,Lamen Bay,LNB
small_airport,Maewo-Naone Airport,VU,Maewo Island,MWF
small_airport,Lonorore Airport,VU,Lonorore,LNE
small_airport,Norsup Airport,VU,Norsup,NUS
medium_airport,Gaua Island Airport,VU,Gaua Island,ZGU
small_airport,Redcliffe Airport,VU,Redcliffe,RCL
medium_airport,Santo Pekoa International Airport,VU,Luganville,SON
small_airport,Tongoa Airport,VU,Tongoa Island,TGH
small_airport,UlÃ©i Airport,VU,Ambrym Island,ULB
small_airport,Valesdir Airport,VU,Epi Island,VLS
small_airport,Walaha Airport,VU,Walaha,WLH
small_airport,Southwest Bay Airport,VU,Malekula Island,SWJ
small_airport,North West Santo Airport,VU,Olpoi,OLJ
small_airport,Aneityum Airport,VU,Anatom Island,AUY
small_airport,Aniwa Airport,VU,Aniwa,AWD
small_airport,Dillon's Bay Airport,VU,Dillon's Bay,DLY
small_airport,Futuna Airport,VU,Futuna Island,FTA
small_airport,Ipota Airport,VU,Ipota,IPA
large_airport,Bauerfield International Airport,VU,Port Vila,VLI
medium_airport,Whitegrass Airport,VU,Tanna Island,TAH
small_airport,Nowata Airport,PG,Nowata,NWT
medium_airport,Tiga Airport,NC,Tiga,TGJ
small_airport,ÃŽle Art - Waala Airport,NC,Waala,BMY
medium_airport,KonÃ© Airport,NC,KonÃ©,KNQ
medium_airport,ÃŽle des Pins Airport,NC,ÃŽle des Pins,ILP
small_airport,Koumac Airport,NC,Koumac,KOC
medium_airport,Lifou Airport,NC,Lifou,LIF
medium_airport,NoumÃ©a Magenta Airport,NC,NoumÃ©a,GEA
small_airport,Poum / Malabou Airport,NC,Malabou,PUV
small_airport,Mueo Airport,NC,NÃ©poui,PDC
medium_airport,MarÃ© Airport,NC,MarÃ©,MEE
medium_airport,Touho Airport,NC,Touho,TOU
medium_airport,OuvÃ©a Airport,NC,OuvÃ©a,UVE
medium_airport,La Tontouta International Airport,NC,NoumÃ©a (La Tontouta),NOU
small_airport,Fox Glacier Aerodrome,NZ,Fox Glacier,FGL
large_airport,Auckland International Airport,NZ,Auckland,AKL
medium_airport,Taupo Airport,NZ,Taupo,TUO
medium_airport,Ardmore Airport,NZ,Manurewa,AMZ
small_airport,Ashburton Airport,NZ,Ashburton,ASG
large_airport,Christchurch International Airport,NZ,Christchurch,CHC
medium_airport,Chatham Islands / Tuuta Airport,NZ,Te One,CHT
small_airport,Coromandel Airport,NZ,Coromandel,CMV
small_airport,Dargaville Aerodrome,NZ,Dargaville,DGR
medium_airport,Dunedin International Airport,NZ,Dunedin,DUD
small_airport,Franz Josef Aerodrome,NZ,,WHO
small_airport,Great Barrier Aerodrome,NZ,Claris,GBZ
small_airport,Greymouth Airport,NZ,,GMN
medium_airport,Gisborne Airport,NZ,Gisborne,GIS
medium_airport,Glentanner Airport,NZ,Glentanner Station,GTN
medium_airport,Hokitika Airfield,NZ,,HKK
medium_airport,Hamilton International Airport,NZ,Hamilton,HLZ
small_airport,Waiheke Island Aerodrome,NZ,Waiheke Island,WIK
small_airport,Kaikoura Airport,NZ,,KBZ
medium_airport,Kerikeri Airport,NZ,Kerikeri,KKE
small_airport,Kaikohe Airport,NZ,Kaikohe,KKO
medium_airport,Kaitaia Airport,NZ,Awanui,KAT
